,Unnamed: 0,数据名称,数据类型,数据标签,数据大小,数据格式,时间范围,数据规格,价格,评价,浏览量,店铺
164,207,身份证实名认证身份证二要素实名核验,,身份核验 ,1292277.0,,,1万次≈0.060元/次 5万次≈0.050元/次 20万次≈0.040元/次 ,140.0,5.0分,35787,天眼数聚
165,208,银行卡四要素认证,,银行卡核验 ,3064672.0,,,1万次≈0.27元/次 10万次≈0.24元/次 50万次≈0.20元/次 ,299.0,5.0分,33581,北京天天有余科技有限公司
166,209,运营商手机三要素核验优质版,,手机号验证 ,3064672.0,,,5000次≈0.26元/次 1万次≈0.25元/次 5万次≈0.23元/次 ,280.0,5.0分,36577,天眼数聚
167,210,银行卡四要素四元素验证鉴权优质版,,银行卡核验 银行卡信息 ,3064672.0,,,5000次≈0.28元/次 1万次≈0.27元/次 5万次≈0.25元/次 ,290.0,5.0分,25744,天眼数聚
168,211,IP地址真人度查询,,IP地址 反欺诈 ,57409581.0,,,20400万次≈0.005元/次 ,294400.0,5.0分,40788,RTBAsia
169,212,北京企业名称精确查询,,企业综合 ,3064672.0,,,1000次≈0.20元/次 ,200.0,5.0分,25391,北京云网极速科技有限公司
170,213,北京企业工商信息查询,,企业工商 ,3064672.0,,,5000次≈0.15元/次 1万次≈0.15元/次 ,300.0,5.0分,25469,北京云网极速科技有限公司
171,214,浙江企业备案信息查询,,企业工商 ,3064672.0,,,1000次≈0.30元/次 ,300.0,5.0分,25620,北京云网极速科技有限公司
172,215,企业工商信息查询,,企业工商 企业综合 1分钱 ,3064672.0,,,1万次≈0.050元/次 100万次≈0.040元/次 10万次≈0.45元/次 ,300.0,5.0分,36616,天眼查
173,216,浙江企业工商信息查询,,企业综合 ,3064672.0,,,5000次≈0.15元/次 1万次≈0.15元/次 ,300.0,5.0分,23852,北京云网极速科技有限公司
174,217,黑龙江企业备案信息查询,,经营管理 ,3064672.0,,,1000次≈0.30元/次 ,300.0,5.0分,24542,北京云网极速科技有限公司
175,218,上海企业名称精确查询,,企业综合 ,3064672.0,,,1000次≈0.20元/次 ,200.0,5.0分,24257,北京云网极速科技有限公司
176,219,上海企业工商信息查询,,企业工商 ,3064672.0,,,5000次≈0.15元/次 1万次≈0.15元/次 ,300.0,5.0分,26753,北京云网极速科技有限公司
177,220,黑龙江企业工商信息查询,,企业工商 ,3064672.0,,,5000次≈0.15元/次 1万次≈0.15元/次 ,300.0,5.0分,23616,北京云网极速科技有限公司
178,221,黑龙江企业名称精确查询,,企业综合 ,3064672.0,,,1000次≈0.20元/次 ,200.0,5.0分,26449,北京云网极速科技有限公司
179,222,上海相似企业推荐查询,,企业综合 ,3398297.0,,,1000次≈0.50元/次 ,500.0,5.0分,25094,北京云网极速科技有限公司
180,223,上海企业备案信息查询,,资质备案 ,3064672.0,,,1000次≈0.30元/次 ,300.0,5.0分,28461,北京云网极速科技有限公司
181,224,黑龙江相似企业推荐,,企业综合 ,3398297.0,,,2000次≈0.50元/次 5000次≈0.50元/次 ,500.0,5.0分,28756,北京云网极速科技有限公司
182,225,银行卡三要素三元素验证鉴权优质版,,银行卡核验 银行卡信息 ,3064672.0,,,5000次≈0.28元/次 1万次≈0.27元/次 5万次≈0.25元/次 ,290.0,5.0分,30722,天眼数聚
183,227,全国交通违章查询,,交通违章 ,3398297.0,,,2万次≈0.044元/次 5万次≈0.044元/次 10万次≈0.043元/次 ,450.0,5.0分,55892,极速数据
184,228,银行卡二三四元素验证,,银行卡核验 ,3064672.0,,,2800次≈0.25元/次 1万次≈0.24元/次 5万次≈0.23元/次 ,200.0,5.0分,30123,联卓数据
185,229,人脸身份证比对验证可定制活体检测,,身份核验 风控 ,3064672.0,,,5000次≈0.21元/次 2万次≈0.20元/次 5万次≈0.18元/次 ,220.0,5.0分,30374,天眼数聚
186,230,快递查询,,快递查询 1分钱 ,3064672.0,,,10万次≈0.005元/次 ,240.0,5.0分,37356,极速数据
187,231,IP地址经纬度覆盖面,,IP地址 位置地图 ,57409581.0,,,5000万次≈0.006元/次 ,294400.0,5.0分,31071,RTBAsia
188,233,企业工商信息查询,,企业工商 ,3064672.0,,,5000次≈0.20元/次 4万次≈0.15元/次 ,200.0,5.0分,25577,京东数科企业信用官方旗舰店
189,234,企业工商诉讼信息,,企业工商 企业综合 1分钱 ,3064672.0,,,1000次≈0.30元/次 ,300.0,5.0分,29876,天眼查
190,235,短息通知短信验证码,,短信API ,3064672.0,,,2万次≈0.037元/次 5万次≈0.035元/次 10万次≈0.034元/次 ,228.0,5.0分,26425,天眼数聚
191,236,淘宝商品详细信息查询V2,,电子商务 商品信息 ,1826487.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,199.0,5.0分,31320,同力亿诚
192,237,短信验证码接口,,短信API ,1826487.0,,,15676次≈0.037元/次 27950次≈0.036元/次 129118次≈0.034元/次 ,199.0,5.0分,28415,成都创信信息技术有限公司
193,238,身份证二要素认证,,身份核验 ,1644987.0,,,48000次≈0.039元/次 26万次≈0.034元/次 98万次≈0.029元/次 ,188.0,5.0分,30197,北京天天有余科技有限公司
194,239,身份证信息查询,,身份核验 1分钱 ,3064672.0,,,15万次≈0.003元/次 50万次≈0.003元/次 ,200.0,5.0分,27400,联卓数据
195,240,企业工商数据,,企业工商 1分钱 ,3064672.0,,,1万次≈0.15元/次 10万次≈0.050元/次 20万次≈0.040元/次 ,299.0,5.0分,39546,深圳企查宝数据科技有限公司
196,241,IP地址类型查询,,IP地址 ,57409581.0,,,20400万次≈0.005元/次 ,294400.0,5.0分,30088,RTBAsia
197,242,IP地址区县级归属地,,IP地址 ,57409581.0,,,5000万次≈0.006元/次 ,294400.0,5.0分,30952,RTBAsia
198,243,全国违章查询,,交通违章 ,3398297.0,,,10万次≈0.040元/次 100万次≈0.030元/次 ,470.0,5.0分,32270,广州市万联网络科技有限公司
199,245,拼多多商品详细信息查询,,商品信息 ,1826487.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,199.0,5.0分,31084,同力亿诚
200,246,身份证识别,,智能风控 ,3398297.0,,,1万次≈0.070元/次 5万次≈0.060元/次 10万次≈0.050元/次 ,399.0,5.0分,33330,翔云人工智能开放平台
201,247,iP地址查询,,IP地址 ,3064672.0,,,100万次≈5.00元/万次 1000万次≈5.00元/万次 10000万次≈5.00元/万次 ,200.0,5.0分,28149,厦门市漫游科技有限公司
202,248,手机号三元素实名认证,,手机号验证 1分钱 ,3064672.0,,,5000次≈0.24元/次 1万次≈0.23元/次 5万次≈0.22元/次 ,200.0,5.0分,28401,联卓数据
203,249,专业版法院失信及被执行人信息检索,,反欺诈 风控 信用评估 ,1826487.0,,,5000次≈0.080元/次 1万次≈0.070元/次 5万次≈0.060元/次 ,199.0,5.0分,29294,上海信数金融信息服务有限公司
204,250,中国和世界天气高级版,,天气查询 ,1826487.0,,,100万次≈0.002元/次 100万次≈0.002元/次 ,199.0,5.0分,23706,和风天气
205,251,交通处罚决定书违章详情查询,,交通违章 1分钱 ,1292277.0,,,2万次≈0.080元/次 10万次≈0.060元/次 30万次≈0.040元/次 ,100.0,5.0分,25941,我要缴罚款网
206,252,手机号三要素认证,,手机号验证 ,1292277.0,,,5000次≈0.26元/次 10万次≈0.24元/次 30万次≈0.21元/次 ,58.0,5.0分,37883,北京天天有余科技有限公司
207,253,银行卡归属地查询,,银行卡信息 ,3064672.0,,,10万次≈0.004元/次 50万次≈0.004元/次 ,200.0,5.0分,32933,联卓数据
208,254,手机号三要素实名认证,,手机号验证 ,1826487.0,,,5000次≈0.27元/次 1万次≈0.25元/次 2万次≈0.22元/次 ,199.0,5.0分,28654,apihome
209,255,ISBN书号查询,,商品信息 ,1826487.0,,,5万次≈0.010元/次 10万次≈0.009元/次 ,199.0,5.0分,27615,极速数据
210,256,身份证号信息提取,,,1826487.0,,,10万次≈0.004元/次 40万次≈0.003元/次 ,199.0,5.0分,28934,深圳市数据加科技有限公司
211,257,车辆维修保养记录,,车辆信息 ,3398297.0,,,500次≈7.00元/次 2000次≈6.50元/次 5000次≈6.00元/次 ,800.0,5.0分,25502,上海众调信息科技有限公司
212,259,全国车辆违章查询接口三分,,交通违章 ,1292277.0,,,11600次≈0.043元/次 5万次≈0.040元/次 58万次≈0.034元/次 ,50.0,5.0分,26238,车圈互联
213,260,淘宝整店商品列表查询V1,,电子商务 商品信息 ,1826487.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,199.0,5.0分,28324,同力亿诚
214,261,短信通知,,短信API ,1826487.0,,,1万次≈0.035元/次 28888次≈0.035元/次 ,199.0,5.0分,28199,安徽创瑞信息技术有限公司
215,263,条码查询,,app应用 ,1292277.0,,,4万次≈0.015元/次 12万次≈0.010元/次 50万次≈0.005元/次 ,100.0,5.0分,23515,昆明秀派科技有限公司
216,264,条码查询,,app应用 ,1826487.0,,,5万次≈0.010元/次 10万次≈0.009元/次 ,199.0,5.0分,25860,极速数据
217,265,手机号三要素实名认证,,手机号验证 ,3064672.0,,,1000次≈0.35元/次 5000次≈0.30元/次 5万次≈0.28元/次 ,200.0,5.0分,32604,贵州诚数科技有限公司
218,266,全国居民小区位置数据,,位置地图 1分钱 ,1826487.0,,,5000次≈0.20元/次 1万次≈0.19元/次 10万次≈0.17元/次 ,199.0,5.0分,25154,北京大地图科技有限公司
219,267,运营商空号检测,,风控 手机号码状态 ,3064672.0,,,30万次≈0.005元/次 100万次≈0.005元/次 ,200.0,5.0分,30770,天眼数聚
220,268,银行卡二三四要素综合实名认证全能版,,银行卡核验 身份核验 ,3064672.0,,,5000次≈0.28元/次 1万次≈0.27元/次 5万次≈0.25元/次 ,290.0,5.0分,13105,天眼数聚
221,269,IP地址查询企业版,,IP地址 ,1826487.0,,,1000万次≈2.00元/万次 ,199.0,5.0分,30662,昆明秀派科技有限公司
222,270,涉案涉诉负面信息,,企业综合 ,3398297.0,,,100次≈5.00元/次 ,500.0,5.0分,31106,北京汇法正信科技有限公司
223,271,淘宝商品评价详情查询V1,,电子商务 商品信息 ,1826487.0,,,25000次≈0.016元/次 5万次≈0.012元/次 10万次≈0.008元/次 ,199.0,5.0分,28087,同力亿诚
224,272,专业版法院综合诉讼查询,,企业综合 公告文书 ,1292277.0,,,1000次≈0.70元/次 5000次≈0.60元/次 10万次≈0.45元/次 ,79.0,5.0分,26475,上海信数金融信息服务有限公司
225,273,身份证号码查询,,身份核验 ,1826487.0,,,50万次≈7.50元/万次 ,199.0,5.0分,32149,极速数据
226,274,全国快递物流查询,,快递查询 ,3064672.0,,,10万次≈0.005元/次 20万次≈0.004元/次 ,230.0,5.0分,25825,涪擎数据
227,275,高级二手车估值接口,,车辆信息 ,3064672.0,,,6万次≈0.008元/次 10万次≈0.009元/次 ,250.0,5.0分,26277,上海众调信息科技有限公司
228,276,个人工商信息个人对外投资查询,,反欺诈 风控 ,1292277.0,,,100次≈3.50元/次 500次≈3.00元/次 2000次≈2.80元/次 ,50.0,5.0分,32833,天眼数聚
229,278,车辆违章详情信息查询支持新能源车大型货车,,车辆信息 ,3064672.0,,,1万次≈0.080元/次 5万次≈0.060元/次 100万次≈0.040元/次 ,200.0,5.0分,25821,天眼数聚
230,279,身份证实名认证,,身份核验 ,1826487.0,,,1万次≈0.100元/次 10万次≈0.034元/次 5万次≈0.080元/次 ,199.0,5.0分,30571,apihome
231,280,专业版法院公告文书类查询检索,,公告文书 ,1826487.0,,,1万次≈0.080元/次 100万次≈0.040元/次 ,199.0,5.0分,21854,上海信数金融信息服务有限公司
232,281,企业工商详情查询企业工商信息查询,,企业工商 企业综合 ,1292277.0,,,2000次≈0.090元/次 1万次≈0.050元/次 100万次≈0.039元/次 ,50.0,5.0分,30718,天眼数聚
233,282,运营商手机二要素实名认证优质版三网合一,,风控 手机号验证 ,3064672.0,,,5000次≈0.34元/次 1万次≈0.32元/次 3万次≈0.30元/次 ,200.0,5.0分,31900,天眼数聚
234,283,手机号码归属地查询,,1分钱 ,1292277.0,,,100万次≈5.00元/万次 ,99.0,5.0分,26668,深圳市数据加科技有限公司
235,284,手机归属地查询,,手机号码归属 ,3064672.0,,,100万次≈5.00元/万次 1000万次≈5.00元/万次 10000万次≈5.00元/万次 ,200.0,5.0分,30109,厦门市漫游科技有限公司
236,285,银行卡二要素二元素验证鉴权优质版,,银行卡核验 银行卡信息 ,3064672.0,,,5000次≈0.28元/次 1万次≈0.27元/次 5万次≈0.26元/次 ,290.0,5.0分,26018,天眼数聚
237,286,汇率查询,,股票汇率 ,1826487.0,,,50万次≈7.50元/万次 ,199.0,5.0分,28645,极速数据
238,287,星座运势查询,,星座运势 ,3064672.0,,,100万次≈4.00元/万次 ,210.0,5.0分,24644,极速数据
239,288,彩票开奖查询,,彩票信息 ,3064672.0,,,100万次≈4.00元/万次 ,210.0,5.0分,29915,极速数据
240,291,短信验证码接口,,短信API ,1826487.0,,,1万次≈0.035元/次 28888次≈0.035元/次 ,199.0,5.0分,24617,安徽创瑞信息技术有限公司
241,292,语音验证码接口,,短信API 1分钱 ,1826487.0,,,11885次≈0.049元/次 20742次≈0.049元/次 94981次≈0.046元/次 ,199.0,5.0分,23306,成都创信信息技术有限公司
242,293,欠税违法税务负面信息专业版,,税务信息 ,1292277.0,,,1000次≈0.18元/次 1万次≈0.15元/次 10万次≈0.12元/次 ,99.0,5.0分,29287,上海信数金融信息服务有限公司
243,294,身份证OCR正反面单双面识别高清版,,智能识别 ,1826487.0,,,1万次≈0.028元/次 5万次≈0.022元/次 20万次≈0.020元/次 ,199.0,5.0分,26901,天眼数聚
244,295,银行卡OCR识别高清版,,智能识别 ,3064672.0,,,2万次≈0.030元/次 5万次≈0.024元/次 20万次≈0.022元/次 ,200.0,5.0分,29146,天眼数聚
245,296,企业知识产权,,知识产权 企业综合 ,3064672.0,,,5000次≈0.12元/次 1万次≈0.095元/次 5万次≈0.090元/次 ,300.0,5.0分,32403,深圳企查宝数据科技有限公司
246,297,频道新闻API,,新闻资讯 ,1826487.0,,,1200万次≈0.83元/万次 ,199.0,5.0分,25537,昆明秀派科技有限公司
247,298,三网手机实名制认证,,手机号验证 ,3398297.0,,,1万次≈0.40元/次 ,450.0,5.0分,26378,聚合数据
248,299,银行联行号查询,,企业综合 银行卡信息 1分钱 ,3064672.0,,,67000次≈0.007元/次 10万次≈0.007元/次 50万次≈0.006元/次 ,200.0,5.0分,29359,联卓数据
249,300,失信被执行人黑名单,,反欺诈 黑名单 ,3064672.0,,,1万次≈0.048元/次 5万次≈0.044元/次 10万次≈0.040元/次 ,240.0,5.0分,31544,极速数据
250,301,按公司名查税号,,企业综合 税务信息 ,3064672.0,,,1万次≈0.030元/次 2万次≈0.020元/次 ,200.0,5.0分,23465,上海画龙信息科技有限公司
251,302,国内天气灾害预警,,天气查询 ,1826487.0,,,100万次≈9.50元/万次 ,199.0,5.0分,23175,和风天气
252,303,企业工商详情查询企业工商信息查询标准版,,企业工商 企业综合 ,1292277.0,,,5000次≈0.090元/次 1万次≈0.080元/次 2万次≈0.070元/次 ,50.0,5.0分,25955,天眼数聚
253,304,银行卡归属地,,银行卡信息 ,1292277.0,,,102000次≈0.005元/次 444300次≈0.004元/次 125万次≈0.004元/次 ,59.0,5.0分,22432,昆明秀派科技有限公司
254,305,手机号码归属地,,手机号码归属 ,1826487.0,,,150万次≈3.33元/万次 1000万次≈2.00元/万次 ,199.0,5.0分,27314,昆明秀派科技有限公司
255,306,天气预报,,天气查询 ,1292277.0,,,248750次≈8.00元/万次 ,59.0,5.0分,42277,昆明秀派科技有限公司
256,307,企业经营异常信息查询,,企业工商 企业综合 ,1292277.0,,,1000次≈0.20元/次 1万次≈0.18元/次 10万次≈0.12元/次 ,119.0,5.0分,23512,上海信数金融信息服务有限公司
257,308,基站查询,,基站 ,3064672.0,,,10万次≈0.005元/次 ,240.0,5.0分,23859,极速数据
258,309,银行卡四要素四元素验证鉴权详情版,,银行卡核验 ,1292277.0,,,1000次≈0.45元/次 5000次≈0.42元/次 1万次≈0.40元/次 ,50.0,5.0分,22644,天眼数聚
259,310,车牌识别,,智能识别 ,1826487.0,,,1万次≈0.035元/次 5万次≈0.030元/次 10万次≈0.025元/次 ,199.0,5.0分,32201,翔云人工智能开放平台
260,311,IP查询,,IP地址 ,3064672.0,,,100万次≈4.00元/万次 ,210.0,5.0分,29686,极速数据
261,312,多基站定位,,基站 ,1826487.0,,,15万次≈0.003元/次 ,199.0,5.0分,31295,成都田品科技有限公司
262,313,全国学校位置数据,,位置地图 1分钱 ,1826487.0,,,5000次≈0.20元/次 1万次≈0.19元/次 10万次≈0.17元/次 ,199.0,5.0分,22698,北京大地图科技有限公司
263,314,法院公告开庭公告裁判文书审判流程查询,,公告文书 ,1826487.0,,,1万次≈0.080元/次 100万次≈0.040元/次 ,199.0,5.0分,29881,上海信数金融信息服务有限公司
264,315,经纬度地址转换,,位置地图 ,1826487.0,,,50万次≈7.50元/万次 ,199.0,5.0分,33951,极速数据
265,316,行政监管信息查询,,行政监管 ,1826487.0,,,1000次≈0.20元/次 ,199.0,5.0分,29423,金电联行（北京）信息技术有限公司
266,317,航班起降时间查询,,航空航班 ,18360889.0,,,5万次≈0.090元/次 12万次≈0.083元/次 ,1000.0,5.0分,28238,上海灵长软件科技有限公司
267,318,江苏企业名称精确查询,,企业综合 ,3064672.0,,,1000次≈0.20元/次 ,200.0,5.0分,28790,北京云网极速科技有限公司
268,319,身份证二要素实名认证身份证实名普惠版,,身份核验 ,1292277.0,,,1万次≈0.055元/次 5万次≈0.035元/次 10万次≈0.032元/次 ,70.0,5.0分,29031,天眼数聚
269,320,营销短信,,短信API 1分钱 ,3398297.0,,,3万次≈0.050元/次 10万次≈0.048元/次 100万次≈0.040元/次 ,550.0,5.0分,22846,成都创信信息技术有限公司
270,321,车辆尾号限行查询,,尾号限行 ,3064672.0,,,10万次≈0.005元/次 ,240.0,5.0分,27033,极速数据
271,322,专业版法院失信及被执行人信息详情,,反欺诈 风控 信用评估 ,1826487.0,,,5000次≈0.080元/次 1万次≈0.070元/次 5万次≈0.060元/次 ,199.0,5.0分,29101,上海信数金融信息服务有限公司
272,323,银行卡四元素认证,,银行卡核验 ,3398297.0,,,5000次≈0.34元/次 1万次≈0.32元/次 2万次≈0.30元/次 ,359.0,5.0分,25528,apihome
273,324,手机在网时长,,手机在网时长 ,15784147.0,,,1万次≈0.30元/次 ,350.0,5.0分,29543,聚合数据
274,325,墨迹天气信息服务专业版经纬度,,天气查询 ,3064672.0,,,50万次≈8.58元/万次 5000万次≈8.00元/万次 ,222.0,5.0分,29256,北京墨迹风云科技股份有限公司
275,326,浙江相似企业推荐查询,,企业综合 ,3398297.0,,,1000次≈0.50元/次 ,500.0,5.0分,27728,北京云网极速科技有限公司
276,327,江苏企业备案信息查询,,资质备案 ,3064672.0,,,1000次≈0.30元/次 ,300.0,5.0分,24391,北京云网极速科技有限公司
277,328,天气预报,,天气查询 ,1826487.0,,,20万次≈0.001元/次 ,199.0,5.0分,32530,南京云创大数据科技股份有限公司
278,329,企业联系方式信息查询,,企业综合 ,3064672.0,,,1000次≈0.30元/次 ,300.0,5.0分,30995,天眼查
